text,crowd_label,conf0,conf1,conf2,conf3,conf4
"List of things I could not care less about:
1. What Marshawn Lynch says/said
2. What Marshawn Lynch wears/wore
3. #DeflateGate",2,0.0,0.0,1.0,0.0,0.0
Everybody just needs to chill about this whole #DeflateGate thing,2,0.0,0.0,1.0,0.0,0.0
#DeflateGate &lt; #BeastMode &lt; ANYTHING,0,1.0,0.0,0.0,0.0,0.0
"It's amazing that the NFL has time to punish Marshawn Lynch, but we've been debating about #DeflateGate for a week now. No punishment.",2,0.0,0.0,1.0,0.0,0.0
"RT @truTVjokers: Hold up, you're telling me that balls were deflated in this weekend's game? #DeflateGate #ImpracticalJokers http://t.co/qrÛ_",1,0.07765,0.6894,0.07765,0.07765,0.07765
"His smile though!! 
#sportscenter #deflategate http://t.co/HYwv7c1W31",1,0.084675,0.6613,0.084675,0.084675,0.084675
"All these people talking about #DeflateGate and hating on the Patriots, and I'm just like http://t.co/xIPGwB6kHF",2,0.0761,0.0761,0.6956,0.0761,0.0761
"MT @JennaTaryn21: ""This 3 bean turkey chili &amp; quinoa will not #DeflateGate #HealthyHalfTime @classpass @diginn http://t.co/OQyKtnR2Ih""",0,1.0,0.0,0.0,0.0,0.0
Probably the funniest thing I've ever seen #DeflateGate http://t.co/BnrZmVYgeE,1,0.0,1.0,0.0,0.0,0.0
This dudes sign on #Sportscenter tonight is on point with the #TomBrady hazing #deflategate http://t.co/RmE5dPoAGS,0,1.0,0.0,0.0,0.0,0.0
#Pats fans are ultra sensitive on twitter since #DeflateGate if they lose Sunday it will be #BitchFest2015,2,0.08105000000000001,0.08105000000000001,0.6758,0.08105000000000001,0.08105000000000001
S/O to this poster on Sportscenter #deflategate http://t.co/3oNK1n9Xba,0,0.6312,0.0922,0.0922,0.0922,0.0922
Pennsylvania shop owner makes deflated chocolate football  http://t.co/SeL9ymCJOt  #DeflateGate,0,0.6441,0.088975,0.088975,0.088975,0.088975
"Guy on @SportsCenter holding up a sign saying ""Gisele can deflate these balls any day"" _ÙªÎ great effort son #DeflateGate",1,0.0,1.0,0.0,0.0,0.0
"""Giselle can deflate these balls any day"" greatest fan sign on ESPN ever #DeflateGate",1,0.08307500000000001,0.6677,0.08307500000000001,0.08307500000000001,0.08307500000000001
Rams defensive end Chris Long defends Patriots on #Deflategate http://t.co/Kjeyse8I91 http://t.co/6QgQAfynWe,0,1.0,0.0,0.0,0.0,0.0
Need a quick #Deflategate break. Check out my sons' new parkour video. #TrinityFr3run. https://t.co/35aQZtuceD http://t.co/XBcMnNXSF0,0,0.6949,0.07627500000000001,0.07627500000000001,0.07627500000000001,0.07627500000000001
RT @MideTech: @NeilDeGrasseTy1 - Our opinion was high before - now it's soaring. This video supports your new view. #deflategate. https://tÛ_,0,0.6667,0.08332500000000001,0.08332500000000001,0.08332500000000001,0.08332500000000001
God i am so excited for #SuperBowlXLIX Cant WAITTTT!! #Seahawks #Patriots #SEAvsNE #NEvsSEA #SuperBowl #DeflateGate #BeastMode,0,1.0,0.0,0.0,0.0,0.0
"@NYDailyNews: An early look at  front page.
http://t.co/zb7MqLaV5t
#DeflateGate @Patriots http://t.co/6UU0LB26SjÛ @WNTonight #UniteBIue",0,1.0,0.0,0.0,0.0,0.0
"RT @BenVolin: Rodney Harrison says he's had a chance to speak with several #Patriots about #DeflateGate ""and they're using this as a rallyiÛ_",0,1.0,0.0,0.0,0.0,0.0
"RT @AGoot18: So, wrote for @FOXSportsLive on #DeflateGate, why Bob Kraft should cool it on the indignation. http://t.co/HV6mxtFQVE http://tÛ_",0,1.0,0.0,0.0,0.0,0.0
"RT @MikeTheNav: Tom, Bill and the rest of The Patriots arriving in Arizona.  #Darkside #SuperBowl #DeflateGate http://t.co/KWhL8ZkMcU",0,1.0,0.0,0.0,0.0,0.0
@nfl @nighteyes521 he trying to cover his nose as it is growing bigger and bigger from the #DeflateGate scandal,1,0.079175,0.6833,0.079175,0.079175,0.079175
"RT @ChicagoGod: @TonyLuftman checks into the @sportsLODGE next to talk #SuperBowlXLIX, #DeflateGate &amp; a lot more _Ùä_Ùä_Ùä_Ùä",0,1.0,0.0,0.0,0.0,0.0
Whatever gets you through the night #DeflateGate http://t.co/Y06ehE3xun,0,0.6613,0.084675,0.084675,0.084675,0.084675
@GoodMenProject: The Consequences of Dishonesty - http://t.co/4mTRLPnTlj #NewEnglandPatriots #deflategate #WorldNewsTonight @WNTonight,3,0.0,0.0,0.0,1.0,0.0
"RT @PostSports: #DeflateGate is a scandal thatÛªs losing air, writes Sally Jenkins http://t.co/4FqLqi69iW #patriots #SuperBowlXLIX http://t.Û_",2,0.08065,0.08065,0.6774,0.08065,0.08065
RT @joshua_schwag: Had to re-share haha #GoHawks #DeflateGate #DeflatedBalls http://t.co/VG9IaKB3tq,1,0.09295,0.6282,0.09295,0.09295,0.09295
"RT @jamesharalson: AUDIO: @JarvisGreen97 talks #SuperBowl memories, #Deflategate on @1045espn's #AFR: http://t.co/7lI6JLtgeI",0,1.0,0.0,0.0,0.0,0.0
Don't mess with my team. #loyalty #mrx #deflategate http://t.co/QTKjHweWhL,4,0.0,0.0,0.0,0.0,1.0
That's some quality advertising there #deflategate http://t.co/Wmsd5prosF,0,0.6842,0.07894999999999999,0.07894999999999999,0.07894999999999999,0.07894999999999999
Balls so soft mothafuckers wanna fine me.  #deflategate http://t.co/hNbe7G2ypt,1,0.07500000000000001,0.7,0.07500000000000001,0.07500000000000001,0.07500000000000001
@TheEllenShow shoveling snow and protecting my head from deflating. #BlizzardOf2015 #DeflateGate http://t.co/2kiGL8Z2DV,1,0.079175,0.6833,0.079175,0.079175,0.079175
@tombrady120 caught practicing with spray painted nerf football.  Still not sure how that happened #Deflatriots #DeflateGate #DeflatedBalls,1,0.07292499999999999,0.7083,0.07292499999999999,0.07292499999999999,0.07292499999999999
@gmenhq @FanSided @SportsBlogRT best #DeflateGate parody yet (by @ryanshibley ) https://t.co/ATctCcrSpw,1,0.0,1.0,0.0,0.0,0.0
@WLOX : Gotta love @NYDailyNews! #DeflateGate http://t.co/wQwVy0UxCdÛ  @UniteBlueMS #Mississippi,0,1.0,0.0,0.0,0.0,0.0
RT @Gcam92: Roger Goodell. #DeflateGate #SuperBowlXLIX Read up. http://t.co/XVpuPt2jLV #nfl #Patriots #Seahawks @FantasySportsWH,0,1.0,0.0,0.0,0.0,0.0
"@nflsportstalk7 forget #DeflateGate here's an original anthem for #PatriotNation ""Goin Home To Boston"" http://t.co/PZOqrcxMQs",2,0.08024999999999999,0.08024999999999999,0.679,0.08024999999999999,0.08024999999999999
#IJustCantStop laughing at all those balls jokes #DeflateGate,1,0.0,1.0,0.0,0.0,0.0
@MontagnardBom what about #DeflateGate and the patriots. Not a word/mention of fines for cheating. But he gets fined for selective answers,3,0.083225,0.083225,0.083225,0.6671,0.083225
Check out the best #bars to watch the #Superbowl this weekend in #Columbus! http://t.co/5rLagWTRYO #Patriots #Seahawks #NFL #deflategate,0,0.6311,0.092225,0.092225,0.092225,0.092225
Pennsylvania shop owner makes deflated chocolate football #deflategate http://t.co/IG1eywyLKY http://t.co/OElo9Cwo1J,0,0.6792,0.0802,0.0802,0.0802,0.0802
"@NE_Pats_12 forget #DeflateGate here's an original anthem for our city ""Goin Home To Boston"" http://t.co/PZOqrcxMQs",0,1.0,0.0,0.0,0.0,0.0
@PTI but #DeflateGate and Lynch are interesting whereas all the regular Super Bowl nonsense is mindnumbingly dull.,2,0.085875,0.085875,0.6565,0.085875,0.085875
"RT @GoMocsMBB: Sat DH w/@GoMocsWBK starts at 3! RT @GoMocs: No #DeflateGate here!
https://t.co/yRrZ3NTA7y",0,0.6607,0.08482500000000001,0.08482500000000001,0.08482500000000001,0.08482500000000001
"So, wrote for @FOXSportsLive on #DeflateGate, why Bob Kraft should cool it on the indignation. http://t.co/HV6mxtFQVE http://t.co/HBfXRFIJU1",0,1.0,0.0,0.0,0.0,0.0
@MadDogRadio @Rodney_Harrison @MadDogUnleashed #DeflateGate parody by @ryanshibley https://t.co/ATctCcrSpw,1,0.072575,0.7097,0.072575,0.072575,0.072575
RT @LubieWINZ: Nothing like Radio Row such insanity good thing is hearing less &amp; less about #DeflateGate more game talk.  #NEvsSEA #SEAvsNEÛ_,2,0.076925,0.076925,0.6923,0.076925,0.076925
"RT @MassAdvisors: #Deflategate:- ABC News http://t.co/bskRgeqtQZ former &amp; current #NFL  players quiet on #domesticviolence, #DUI,#Steriods,Û_",0,0.6743,0.081425,0.081425,0.081425,0.081425
Nothing like Radio Row such insanity good thing is hearing less &amp; less about #DeflateGate more game talk.  #NEvsSEA #SEAvsNE #SuperBowlXLIX,2,0.0,0.0,1.0,0.0,0.0
'Hot Tub Time Machine 2' Super Bowl Commercial Makes Deflategate Joke #HotTubTimeMachine2 #DeflateGate http://t.co/em58zMarQL,0,0.6798,0.08005000000000001,0.08005000000000001,0.08005000000000001,0.08005000000000001
Only 3 tweets today on #DeflateGate from @ProFootballTalk Florio is slipping _Ù÷â,1,0.08607500000000001,0.6557,0.08607500000000001,0.08607500000000001,0.08607500000000001
Really Homeland? This is getting out of hand #DeflateGate http://t.co/rZZ8WluMTH,2,0.07727500000000001,0.07727500000000001,0.6909,0.07727500000000001,0.07727500000000001
Great article by Chris Long: A PlayerÛªs Take on #Deflategate. Pro media should take a cue from this NFLer http://t.co/8tOpKVFbTq @JOEL9ONE,0,0.6552,0.0862,0.0862,0.0862,0.0862
"RT @CC_Report: Refs at the #BrockU game ensuring that we don't have another #DeflateGate issue on our hands...no issues, and game on http:/Û_",0,1.0,0.0,0.0,0.0,0.0
"@FoxNews @BretBaier @SpeakerBoehner sure.  Blah blah blah blah blah..... You want #DeflateGate , check @SpeakerBoehner 's balls. #nopressure",2,0.0,0.0,1.0,0.0,0.0
WIIIILLLSON! cc: @tomhanks @Patriots #DeflateGate http://t.co/bk2Vo93gGi,0,1.0,0.0,0.0,0.0,0.0
Pennsylvania shop owner makes deflated chocolate football: http://t.co/Gd03ofreAs #Deflategate #Patriots #SuperBowl http://t.co/2Gh8ERsM6O,0,0.6609999999999999,0.08475000000000002,0.08475000000000002,0.08475000000000002,0.08475000000000002
I can't believe all the media hacks got scared after Krafts tantrum. #DeflateGate #cowards @nfl @espn @RichCimini @MMehtaNYDN @Patriots,0,0.6677,0.08307500000000001,0.08307500000000001,0.08307500000000001,0.08307500000000001
RT @SomeDudeTy: Beastmode got #DeflateGate all the way up outta here.,0,0.6885,0.077875,0.077875,0.077875,0.077875
@Timotato Hawks! I can't get behind the Pats because they have no integrity for the game. #DeflateGate,3,0.0,0.0,0.0,1.0,0.0
RT @OnlyInBOS: Crying laughing...#DeflateGate http://t.co/lxow1N8uAr,1,0.0,1.0,0.0,0.0,0.0
@marcelluswiley check out the hilarious @HotTubMovie trailer mocking #DeflateGate - https://t.co/GaTAvw9tZf Û_ #NFL #SuperBowl,1,0.0,1.0,0.0,0.0,0.0
"Well said. ""Deflategate"" is a non issue, move on and enjoy the show! #deflategate #superbowl #nfl #Patriots http://t.co/VzAejfsEQX",2,0.08610000000000001,0.08610000000000001,0.6556,0.08610000000000001,0.08610000000000001
Wish I was smart enough to buy stock in OMEGA air pressure guages. #NFL #DeflateGate #SuperBowlXLIX  #bestfreeadvertisingduringthesupperbowl,1,0.0,1.0,0.0,0.0,0.0
RT @617Apparel: Here's something for you to inflate! #Deflategate http://t.co/Uw8YPZCxUI #Pats http://t.co/hZWsxNDUUM,1,0.08105000000000001,0.6758,0.08105000000000001,0.08105000000000001,0.08105000000000001
"#DeflateGate is somehow news, but PT Cruisers are legal to own? #PrioritiesAmerica",2,0.07500000000000001,0.07500000000000001,0.7,0.07500000000000001,0.07500000000000001
Listening to two first graders discuss #DeflateGate is probably the most hilarious thing evah _Ù÷_,1,0.073275,0.7069,0.073275,0.073275,0.073275
"RT @GlobeVitti: Not many Internet quizzes involve #DeflateGate, @NASCAR, @benfranklin, and Freddie Mercury .... but this one does:
http://tÛ_",0,0.6885,0.077875,0.077875,0.077875,0.077875
Photo: And #DeflateGate Continues. ItÛªs all in good fun. http://t.co/XYu8Y787aa,1,0.08595,0.6562,0.08595,0.08595,0.08595
First #DeflateGate now this??!! #fox #usmnt,0,0.6859999999999999,0.07850000000000001,0.07850000000000001,0.07850000000000001,0.07850000000000001
Vegas pawn shop featured on @pawnstars is selling a #Patriots #SuperBowl ring for $100K ÛÓ http://t.co/FvTgYzCHl4 #DeflateGate,0,1.0,0.0,0.0,0.0,0.0
"@Seahawks this was at a grocery store in N Canton, OH. #GoHawks #Seahawks #DeflateGate http://t.co/xdeCyXPmP1",0,0.6379,0.090525,0.090525,0.090525,0.090525
"@DanHanzus ""pump up"" &gt; I see what he did there #DeflateGate",1,0.07505,0.6998,0.07505,0.07505,0.07505
RT @SportslineRadio: @NYDNHankGola joins @RichRoth70 &amp; @EdLaneMedia on @SportslineRadio #SuperBowlXLIX #DeflateGate #TigerWoods #Allenby htÛ_,0,1.0,0.0,0.0,0.0,0.0
RT @NEWS923: . @FrankCaliendo is cracking us up right now talking #deflateGate with @MacandGaydos right now.  92.3FM KTAR,1,0.08305000000000001,0.6678,0.08305000000000001,0.08305000000000001,0.08305000000000001
"Oh thank god, HUGE NEWS, #Brady has a cold, something to take over this dumb ass #DeflateGate and @espn to BEAT  - #SuperBowl #Patriots",2,0.0,0.0,1.0,0.0,0.0
"RT @Amanda_Balionis: On 16 for One Shot at Glory and emcee ensures everyone, every ball has been checked and is properly inflated #whew #DeÛ_",0,0.6613,0.084675,0.084675,0.084675,0.084675
@NYDNHankGola joins @RichRoth70 &amp; @EdLaneMedia on @SportslineRadio #SuperBowlXLIX #DeflateGate #TigerWoods #Allenby http://t.co/HvxnQkT5ou,0,1.0,0.0,0.0,0.0,0.0
Seriously @nfl #LeaveMarshawnAlone figure out #DeflateGate lay off @MoneyLynch #GoHawks http://t.co/TqlDVM2aPH,0,0.6974,0.07565,0.07565,0.07565,0.07565
Balanced article about #Patriots + #DeflateGate by #Rams #ChrisLong #SuperBowl http://t.co/Y15kwrUdJO,0,1.0,0.0,0.0,0.0,0.0
"Refs at the #BrockU game ensuring that we don't have another #DeflateGate issue on our hands...no issues, and game on http://t.co/oyPiR6wkqM",0,1.0,0.0,0.0,0.0,0.0
With the @Patriots in town someone better watch @TigerWoods balls don't get deflated causing a bad performance #DeflateGate #WMPhoenixOpen,1,0.0,1.0,0.0,0.0,0.0
RT @The4CornersPub: New England's trophy if they win this Sunday. #deflategate http://t.co/RqGFc4hlLD,0,0.6667,0.08332500000000001,0.08332500000000001,0.08332500000000001,0.08332500000000001
"On #TheDannyPicardShow today, I reacted to ""Media Day"" and made fun of some more #Deflategate foolishness: http://t.co/lF48Oaj3ZS",0,0.6756,0.0811,0.0811,0.0811,0.0811
Bill Nye The Science Guy Debunks DeflateGate Defense http://t.co/7kOUdW4mcd #science #deflategate #billnye,3,0.0,0.0,0.0,1.0,0.0
New England's trophy if they win this Sunday. #deflategate http://t.co/RqGFc4hlLD,0,0.6607,0.08482500000000001,0.08482500000000001,0.08482500000000001,0.08482500000000001
(3/4) it's still nice that I can tweet about #DeflateGate and Bell will still donate to the cause because of this hashtag #BellLetsTaIk,0,0.6786,0.08035,0.08035,0.08035,0.08035
#DeflateGate on tonight's #ModernFamily http://t.co/f1qvtoOOH8,0,1.0,0.0,0.0,0.0,0.0
Is someone going to check the footballs before the Puppy Bowl? #DeflateGate #PuppyBowl2015,1,0.074125,0.7035,0.074125,0.074125,0.074125
RT @ohioaflcio The real #DeflateGate is what happened to the American worker salary. @AFLCIO #raisingwages http://t.co/6a7YovVfD6,0,0.6909,0.07727500000000001,0.07727500000000001,0.07727500000000001,0.07727500000000001
Tom Brady has a cold? #sweatyballs #DeflateGate,1,0.08332500000000001,0.6667,0.08332500000000001,0.08332500000000001,0.08332500000000001
"Hey guys, the temperature change made my tires need air. Can my car be all @SportsCenter talks about for a week? #DeflateGate",1,0.0,1.0,0.0,0.0,0.0
"On 16 for One Shot at Glory and emcee ensures everyone, every ball has been checked and is properly inflated #whew #DeflateGate",4,0.08479999999999999,0.08479999999999999,0.08479999999999999,0.08479999999999999,0.6608
RT @DAMichelleG: Still wondering how #TomBrady didn't know the balls were deflated. Here are people testing the theory http://t.co/oELWwi3kÛ_,0,1.0,0.0,0.0,0.0,0.0
RT @JackA2245: @gegco The politics of #DeflateGate and SeparationGate. Please RT http://t.co/Q570glaQGV,0,1.0,0.0,0.0,0.0,0.0
Brand New Episode 53! - You're going to love it! #alllivesmatter #Boston #MarkDice #Patriots #deflategate  http://t.co/ChYf5YpsOM,0,0.6487,0.08782499999999999,0.08782499999999999,0.08782499999999999,0.08782499999999999
"Forget #Deflategate, @TheScienceGuy Wants You to 'Give A F**k' About #ClimateChange http://t.co/Kgw95Zwj4Q @HuffPostScience @funnyordie",2,0.0,0.0,1.0,0.0,0.0
Here's something for you to inflate! #Deflategate http://t.co/ZVqByjJleH #Pats http://t.co/ZPvywTGQBH,1,0.0,1.0,0.0,0.0,0.0
@bibbymoynihan Best #Deflategate parody music video around! It's what they should've all said! #Brady #Belichick https://t.co/iBGsrq8sCL,1,0.0,1.0,0.0,0.0,0.0
problem with my people... smfh RT @BBQx_: Now Marshawn vs the media is tied to NYPD and Eric Garner. BRING BACK #DeflateGate PLEEEAASSSE,0,0.6724,0.0819,0.0819,0.0819,0.0819
"@nfl I feel like they're setting themselves up for, ""if we lose, it's because of #DeflateGate..or because Brady was sick.""",1,0.085875,0.6565,0.085875,0.085875,0.085875
"Very disapnted in Tues NBC's Nightly non news on #DeflateGate.Tone confirmed Pat's guilt, but the facts not in.  Pandering.  #NBCNewsFail",0,0.6557,0.08607500000000001,0.08607500000000001,0.08607500000000001,0.08607500000000001
"@Patriots ""Brady's Back"" - Parody of Eminem (Without Me): http://t.co/gQ1Tij29zT via @YouTube #DeflateGate #DeflateThis #PatriotsNation",1,0.0,1.0,0.0,0.0,0.0
"#learn highest probability #trade on th #stockmarket  https://t.co/iIgRXQeOPT Û_ Û_ Û_ Û_ Û_ Û_ Û_ #followme #daytrader #Wallstreet 
#DeflateGate",0,0.7143,0.07142499999999999,0.07142499999999999,0.07142499999999999,0.07142499999999999
RT @GoLeopards: Lafayette basketball takes on Colgate tonight to finish off the first half of league play #DeflateGate #RollPards http://t.Û_,1,0.091675,0.6333,0.091675,0.091675,0.091675
"listen my talk on #WillPower proven studies &amp; facts
https://t.co/niIDjTVRxO Û_ Û_ Û_ Û_ Û_ Û_ Û_  #startup #followme #stockmarket 
#DeflateGate",0,1.0,0.0,0.0,0.0,0.0
"It's time for some ""Beli-CHECKS &amp; BALANCES"" on #WakeUpCall. Listen in: http://t.co/jxpdYJPotX #Patriots #NewEngland #NFL #DeflateGate",0,0.6613,0.084675,0.084675,0.084675,0.084675
Me and @PhotogFilip are being ushered off a plane b/c of a flat tire. I think we know the culprit. #DeflateGate http://t.co/xBmWV59Tfw,1,0.0,1.0,0.0,0.0,0.0
"@BleacherReport Is Goodell and the League ignoring #Deflategate while over-conentrating on Marshawn? Yes, it seems that way. How biased!",3,0.08607500000000001,0.08607500000000001,0.08607500000000001,0.6557,0.08607500000000001
Here's everything you need to know about tonight's critical battle at Colgate: http://t.co/KjMLluluUV #DeflateGate #RollPards,0,1.0,0.0,0.0,0.0,0.0
"RT @johnfulchino: #Liberal leave in DC, that's #DeflateGate my 87 yr.old mom just cleared her walkway in Boston and went to lunch http://t.Û_",0,0.6696,0.0826,0.0826,0.0826,0.0826
RT @FoxCT: RT @JvittalFoxCT: Tonight on the @FoxCT news at 10/11: #DeflateGate has never been so refreshing...or tasty. http://t.co/3tF4btQÛ_,0,0.6284,0.09290000000000001,0.09290000000000001,0.09290000000000001,0.09290000000000001
"#deflategate, apparently there is something i care about less than #gamergate",2,0.0,0.0,1.0,0.0,0.0
RT @This_SIDs_Life: @MaddowBlog Please tell me you've seen this: MT @djsteveporter The entire #DeflateGate Anthology http://t.co/CQgRSZjv1x,0,1.0,0.0,0.0,0.0,0.0
RT @dmscott: NYSC are the #newsjacking masters. #DeflateGate http://t.co/xJty1g8lwC,0,0.6667,0.08332500000000001,0.08332500000000001,0.08332500000000001,0.08332500000000001
Lafayette basketball takes on Colgate tonight to finish off the first half of league play #DeflateGate #RollPards http://t.co/qd5nMBvZIM,1,0.08035,0.6786,0.08035,0.08035,0.08035
"RT @Dyson: LetÛªs not forget who rolled in first. Made of durable plastic, our Ball will never deflate. #deflategate #flexball http://t.co/aÛ_",1,0.09482499999999999,0.6207,0.09482499999999999,0.09482499999999999,0.09482499999999999
Just because I wear my @NBCSports  #Boston shirt to the #gym does NOT mean you can ask my opinion on #DeflateGate  _Ù÷Õ_ÙÕ»#imworkingout,1,0.07100000000000001,0.716,0.07100000000000001,0.07100000000000001,0.07100000000000001
#goodifitgoes RT @BBQx_: I'm ready to start taking about #DeflateGate again. Mofos making Marshawn vs sports writers evidence of oppression,0,0.625,0.09375,0.09375,0.09375,0.09375
"Super Bowl XLIX will be powered by #wind energy, totally unrelated to @Patriots deflating footballs http://t.co/Q907v4RTBu #DeflateGate",0,0.6508,0.08729999999999999,0.08729999999999999,0.08729999999999999,0.08729999999999999
"RT @msnbc: Scientist on #DeflateGate: ÛÏI think itÛªs more likely than not that [the footballs] were manipulated"" http://t.co/jKYgLfnDIM",0,0.6667,0.08332500000000001,0.08332500000000001,0.08332500000000001,0.08332500000000001
@thattimwhelan ICYMI: the top 10 most fined NFL teams during the 2014-15 season: http://t.co/H4Vd5jmv1b #NFL #DeflateGate #DeflateThis,0,1.0,0.0,0.0,0.0,0.0
Fun new drinking game guys! Turn on @espn and take a drink every time they say #DeflateGate,1,0.07627500000000001,0.6949,0.07627500000000001,0.07627500000000001,0.07627500000000001
Colin Cowherd has been spot on when it comes to #DeflateGate. It isn't about the QB play. It is about the RB play and lack of fumbles in NE.,2,0.08475000000000002,0.08475000000000002,0.6609999999999999,0.08475000000000002,0.08475000000000002
"Science fair, do it on how the patriots lost air in the balls #deflategate",1,0.081925,0.6723,0.081925,0.081925,0.081925
"#Liberal leave in DC, that's #DeflateGate my 87 yr.old mom just cleared her walkway in Boston and went to lunch http://t.co/GEJUJjMzT3",0,0.6909,0.07727500000000001,0.07727500000000001,0.07727500000000001,0.07727500000000001
@rolandsmartin Marshawn Lynch is a weapon of Mass distraction from #DeflateGate,1,0.098225,0.6071,0.098225,0.098225,0.098225
Good counterpoint to the @SharpFootball article that's gone around about the Patriots and #DeflateGate http://t.co/HW8Kd08Yd9,4,0.07627500000000001,0.07627500000000001,0.07627500000000001,0.07627500000000001,0.6949
I'm ready to start taking about #DeflateGate again. Mofos making Marshawn vs sports writers evidence of oppression bow,1,0.07965,0.6814,0.07965,0.07965,0.07965
RT @reesewaters: Tom Brady's birthday parties #DeflateGate http://t.co/7V7NYtmY4q,0,0.6833,0.079175,0.079175,0.079175,0.079175
@greta why is media coverage on #deflategate any better than rioters in #Ferguson. Both assumes guilty without any proof. #disgusted,4,0.077875,0.077875,0.077875,0.077875,0.6885
"My arms look huge after a workout, then over the course of the next few hours revert back to their shrimpy origins, the real #DeflateGate",1,0.08629999999999999,0.6548,0.08629999999999999,0.08629999999999999,0.08629999999999999
"@AlbertBreer yeah it's the obvious counter to ""Pats are angry/inspired"" over #DeflateGate and will ""blow out"" Seahawks",0,1.0,0.0,0.0,0.0,0.0
RT @SpooferBowl: There are some perks to dating a Patriots fan ... | #DeflateGate http://t.co/YYXHT2baVQ,0,0.6613,0.084675,0.084675,0.084675,0.084675
"RT @midnight: There's only losers in #DeflateGate. Especially Gronk. See his plight unfold last night: ttp://on.cc.com/15O0lxd
https://t.coÛ_",0,0.6445,0.08887500000000001,0.08887500000000001,0.08887500000000001,0.08887500000000001
Tonight on the @FoxCT news at 10/11: #DeflateGate has never been so refreshing...or tasty. http://t.co/Pw5bWXWMGp,0,0.6333,0.091675,0.091675,0.091675,0.091675
Love CT's own #AverysSoda poking fun at #DeflateGate http://t.co/qlvCqqTDNk,1,0.0,1.0,0.0,0.0,0.0
@AZSuperBowl is the large football on Washington and Central inflated to @Nfl regulations? #DeflateGate,0,0.6833,0.079175,0.079175,0.079175,0.079175
RT @OnlyInBOS: Can we stop now? #DeflateGate http://t.co/5wVljBknP4,2,0.0,0.0,1.0,0.0,0.0
@seanhannity guaranteed tickets were just sent to your assistant #plug #SuperBowl #DeflateGate,0,1.0,0.0,0.0,0.0,0.0
True businessman! MT @NBCLA: Man makes chocolate #Deflategate footballs with a big dent http://t.co/g4RJRcXqK9 http://t.co/OwOYoPAt6o,0,0.6536,0.08660000000000001,0.08660000000000001,0.08660000000000001,0.08660000000000001
RT @minervaneryse: More important things than #DeflateGate. http://t.co/RaA3vDqcCm,2,0.0,0.0,1.0,0.0,0.0
RT @williamjfischer: Too bad you didn't conduct 40 interviews during the Rice investigation @nflcommish ... @nfl #DeflateGate,2,0.08197499999999999,0.08197499999999999,0.6721,0.08197499999999999,0.08197499999999999
RT @WillPresti: It was so cold today the Patriots were deflating hot air balloons just to stay warm. #DeflateGate #SuperBowlXLIX @absrdNEWSÛ_,1,0.0,1.0,0.0,0.0,0.0
RT @someecards: Belichick yourself: http://t.co/7gt6SAVNFM #DeflateGate http://t.co/J499yyjfPk,0,1.0,0.0,0.0,0.0,0.0
@ThisIsGaZa @Belalmd12 all that is on the news in the US is some dumb story about deflated American footballs #DeflateGate,2,0.0,0.0,1.0,0.0,0.0
@factcheckdotorg @MichaelEMann well I certainly hope you'll be addressing the recent #deflategate controversy,0,1.0,0.0,0.0,0.0,0.0
"Sat DH w/@GoMocsWBK starts at 3! RT @GoMocs: No #DeflateGate here!
https://t.co/yRrZ3NTA7y",0,1.0,0.0,0.0,0.0,0.0
Thanks @TheScienceGuy! Tackling #DeflateGate w/ mention to #climatechange- a pressing issue for generations to come! http://t.co/X07xw7P5lp,0,0.6557,0.08607500000000001,0.08607500000000001,0.08607500000000001,0.08607500000000001
"You guys can shutup about #deflategate now, or else..... http://t.co/FlXWgLzcNt",2,0.0,0.0,1.0,0.0,0.0
This is getting to be a bit much now.  Curious to know how much they've spent this far.  #DeflateGate   http://t.co/kNis6WTyEH,2,0.088975,0.088975,0.6441,0.088975,0.088975
RT @RobTornoe: ICYMI I solved #Deflategate: http://t.co/QBDIvHsygE http://t.co/p4bZGrrUbY,0,0.6727,0.08182500000000001,0.08182500000000001,0.08182500000000001,0.08182500000000001
ÛÏ@Pittsburgh_Dad: NEW episode: Dad Reacts to #DeflateGate in our annual Super Bowl video! http://t.co/J76ZvWtAiL http://t.co/8TqbI6xHkIÛ,0,0.6716,0.0821,0.0821,0.0821,0.0821
"New England area had 26 inches of snow these past two days, but the Patriots trainer reduced it to 24 inches. #DeflateGate #GotHeem",1,0.0,1.0,0.0,0.0,0.0
"RT @P1Domo: The #NFL investigators questioning the #Patriots ball boy 
#DeflateGate http://t.co/f5iLpHwX93",0,1.0,0.0,0.0,0.0,0.0
"@THagley That's right, it was 90 seconds! #DeflateGate  Whole situation seems to be blown out of proportion... over-inflated, even. #rimshot",2,0.08452499999999999,0.08452499999999999,0.6619,0.08452499999999999,0.08452499999999999
"#DeflateGate what a boring non-story. Who gives a sh*t. Not this movie/sports critic. ""CANTWAIT""! 2C Brady dominate @RSherman_25 on Sunday",2,0.0,0.0,1.0,0.0,0.0
Saw this today's made me chuckle too much_Ù÷â_Ùö_Ùö. #DeflateGate #NFL http://t.co/UqrPeUZ5HI,1,0.0,1.0,0.0,0.0,0.0
Bill Nye the Science guy did a great job tackling #DeflateGate ! http://t.co/i6s7yVfRt2,0,0.6683,0.082925,0.082925,0.082925,0.082925
@mikebrodycomic check out this #DeflateGate parody by @ryanshibley https://t.co/ATctCcrSpw,1,0.0,1.0,0.0,0.0,0.0
