text,label,conf_pos,conf_neg
gliclazid vascular diseas hemobiolog vascular diseas review potenti gliclazid influenc pathogenesi diabet vascular diseas,0,0.3772,0.6228
glucos diabet process vascular damag acceler diabet often due co-exist diseas age although not clear improv long-term glycem control lower blood glucos level near nondiabet state reduc develop small larg vessel diseas,0,0.0,1.0
glucos vascular damag process vascular damag acceler diabet often due co-exist diseas age although not clear improv long-term glycem control lower blood glucos level near nondiabet state reduc develop small larg vessel diseas,0,0.20889999999999997,0.7911
arachidon acid diabet vascular diseas increas oxid stress due excess free-rad activ may central diabet vascular diseas endotheli cell damag lipoprotein oxid modif platelet reactiv arachidon acid cascad properti free radic reaction product lipid peroxid,0,0.1775,0.8225
gastrin sclc/small cell lung cancer abil reduc peptid bond analogu gastrin releas peptid grp antagon small cell lung cancer sclc grp receptor investig,0,0.18330000000000002,0.8167
atracurium depress adductor pollici respons return normal valu singl intub dose atracurium vecuronium risk residu depress th geniohyoid muscl one princip muscl contribut airway patenc appear unlik,0,0.0,1.0
vecuronium depress adductor pollici respons return normal valu singl intub dose atracurium vecuronium risk residu depress th geniohyoid muscl one princip muscl contribut airway patenc appear unlik,0,0.0,1.0
pentachlorophenol poison human pentachlorophenol poison,1,0.7919,0.20809999999999995
pcp chronic poison chronic poison occur mainli sawmil worker peopl live log home treat pcp-contain wood protect formul,1,1.0,0.0
pcp poison clinic featur acut chronic pcp poison classifi systemat effect skin metabol fever haematopoiet tissu respiratori system central peripher nervou system kidney gastrointestin tract,1,0.6209,0.3791
pcp sarcoma although pcp not classifi human carcinogen epidemiolog observ suggest exposur chlorophenol gener pcp solut particular may result increas risk certain malign disord nasal carcinoma soft tissu sarcoma,1,1.0,0.0
chlorophenol nasal carcinoma although pcp not classifi human carcinogen epidemiolog observ suggest exposur chlorophenol gener pcp solut particular may result increas risk certain malign disord nasal carcinoma soft tissu sarcoma,1,1.0,0.0
pcp nasal carcinoma although pcp not classifi human carcinogen epidemiolog observ suggest exposur chlorophenol gener pcp solut particular may result increas risk certain malign disord nasal carcinoma soft tissu sarcoma,1,1.0,0.0
chlorophenol sarcoma although pcp not classifi human carcinogen epidemiolog observ suggest exposur chlorophenol gener pcp solut particular may result increas risk certain malign disord nasal carcinoma soft tissu sarcoma,1,1.0,0.0
camp asthma varieti drug known act via increas intracellular camp use treatment asthma,0,0.0,1.0
terazosin hypertens alpha num-blockad treatment hypertens megastudi terazosin num4 clinic practic set,0,0.16279999999999994,0.8372
terazosin hypertens purpos studi evalu effect alpha num-block agent terazosin blood pressur bp blood lipid larg variant popul patient hypertens,0,0.0,1.0
terazosin hypertens total num2 num3 patient hypertens evalu num4 primari commun care facil num4 patient not treat previous hypertens num4 switch terazosin anoth antihypertens agent num4 receiv terazosin addit agent not control hypertens,0,0.0,1.0
cholesterol hyperlipidemia greatest reduct blood cholesterol -num observ among patient hyperlipidemia total cholesterol num3 mg/dl,0,0.0,1.0
terazosin concomit diseas terazosin maintain antihypertens efficaci well toler patient varieti concomit diseas includ congest heart failur peripher vascular diseas chronic obstruct pulmonari diseas benign prostat hyperplasia diabet obes,0,0.0,1.0
terazosin congest heart failur terazosin maintain antihypertens efficaci well toler patient varieti concomit diseas includ congest heart failur peripher vascular diseas chronic obstruct pulmonari diseas benign prostat hyperplasia diabet obes,0,0.39649999999999996,0.6035
terazosin chronic obstruct pulmonari diseas terazosin maintain antihypertens efficaci well toler patient varieti concomit diseas includ congest heart failur peripher vascular diseas chronic obstruct pulmonari diseas benign prostat hyperplasia diabet obes,0,0.0,1.0
terazosin peripher vascular diseas terazosin maintain antihypertens efficaci well toler patient varieti concomit diseas includ congest heart failur peripher vascular diseas chronic obstruct pulmonari diseas benign prostat hyperplasia diabet obes,0,0.0,1.0
terazosin prostat hyperplasia terazosin maintain antihypertens efficaci well toler patient varieti concomit diseas includ congest heart failur peripher vascular diseas chronic obstruct pulmonari diseas benign prostat hyperplasia diabet obes,0,0.0,1.0
terazosin obes terazosin maintain antihypertens efficaci well toler patient varieti concomit diseas includ congest heart failur peripher vascular diseas chronic obstruct pulmonari diseas benign prostat hyperplasia diabet obes,0,0.0,1.0
terazosin diabet terazosin maintain antihypertens efficaci well toler patient varieti concomit diseas includ congest heart failur peripher vascular diseas chronic obstruct pulmonari diseas benign prostat hyperplasia diabet obes,0,0.0,1.0
terazosin hypertens data demonstr use terazosin monotherapi add-on therapi treatment hypertens,0,0.0,1.0
carmustin ocular toxic ocular toxic system chemotherapi megados carmustin mitomycin,1,0.6209,0.3791
mitomycin ocular toxic ocular toxic system chemotherapi megados carmustin mitomycin,1,0.6139,0.3861
carmustin ocular toxic articl discuss ocular toxic six patient advanc nonpretr colorect cancer receiv megados carmustin mitomycin support autolog bone marrow transplant,1,0.6116,0.38839999999999997
mitomycin colorect cancer articl discuss ocular toxic six patient advanc nonpretr colorect cancer receiv megados carmustin mitomycin support autolog bone marrow transplant,0,0.3882,0.6118
mitomycin ocular toxic articl discuss ocular toxic six patient advanc nonpretr colorect cancer receiv megados carmustin mitomycin support autolog bone marrow transplant,0,0.20030000000000003,0.7997
carmustin colorect cancer articl discuss ocular toxic six patient advanc nonpretr colorect cancer receiv megados carmustin mitomycin support autolog bone marrow transplant,0,0.19999999999999996,0.8
glutathion ischem renal injuri previou report suggest benefici effect exogen glutathion preserv renal function ischem renal injuri,0,0.0,1.0
etoposid non-small-cel lung cancer/nsclc patient non-small-cel lung cancer nsclc treat ice chemotherapi ifosfamid num4 mg/m2 day num-num carboplatin num3 mg/m2 day num etoposid num2 mg/m2 day num-num intraven inumv first num maximum four num2 treatment cycl,0,0.0,1.0
carboplatin non-small-cel lung cancer/nsclc patient non-small-cel lung cancer nsclc treat ice chemotherapi ifosfamid num4 mg/m2 day num-num carboplatin num3 mg/m2 day num etoposid num2 mg/m2 day num-num intraven inumv first num maximum four num2 treatment cycl,0,0.0,1.0
ifosfamid non-small-cel lung cancer/nsclc patient non-small-cel lung cancer nsclc treat ice chemotherapi ifosfamid num4 mg/m2 day num-num carboplatin num3 mg/m2 day num etoposid num2 mg/m2 day num-num intraven inumv first num maximum four num2 treatment cycl,0,0.0,1.0
oxygen critic ill. elev system oxygen deliveri treatment critic ill patient,0,0.0,1.0
oxygen critic ill. elev system oxygen deliveri consumpt associ improv outcom critic ill patient,0,0.0,1.0
oxygen critic ill. use dobutamin boost cardiac index system oxygen deliveri fail improv outcom heterogen group critic ill patient,0,0.0,1.0
dobutamin critic ill. use dobutamin boost cardiac index system oxygen deliveri fail improv outcom heterogen group critic ill patient,0,0.0,1.0
oxygen aggress contrari might expect result suggest case aggress effort increas oxygen consumpt may detriment,0,0.0,1.0
pravastatin hypercholesterolemia multin studi effect low-dos pravastatin patient non-insulin-depend diabet mellitu hypercholesterolemia,0,0.0,1.0
pravastatin non-insulin-depend diabet mellitu multin studi effect low-dos pravastatin patient non-insulin-depend diabet mellitu hypercholesterolemia,0,0.0,1.0
pravastatin hypercholesterolemia multin num2-week random double-blind placebo-control studi evalu efficaci safeti low-dos pravastatin num3 patient non-insulin-depend diabet mellitu niddm hypercholesterolemia serum total cholesterol concentr num-num mmol/l num3 num3 mg/dl,0,0.0,1.0
pravastatin non-insulin-depend diabet mellitus/niddm multin num2-week random double-blind placebo-control studi evalu efficaci safeti low-dos pravastatin num3 patient non-insulin-depend diabet mellitu niddm hypercholesterolemia serum total cholesterol concentr num-num mmol/l num3 num3 mg/dl,0,0.0,1.0
cholesterol hypercholesterolemia multin num2-week random double-blind placebo-control studi evalu efficaci safeti low-dos pravastatin num3 patient non-insulin-depend diabet mellitu niddm hypercholesterolemia serum total cholesterol concentr num-num mmol/l num3 num3 mg/dl,0,0.20830000000000004,0.7917
cholesterol non-insulin-depend diabet mellitus/niddm multin num2-week random double-blind placebo-control studi evalu efficaci safeti low-dos pravastatin num3 patient non-insulin-depend diabet mellitu niddm hypercholesterolemia serum total cholesterol concentr num-num mmol/l num3 num3 mg/dl,0,0.0,1.0
pravastatin hypercholesterolemia result studi demonstr low-dos pravastatin effect well toler lower elev cholesterol concentr short-term treatment patient niddm hypercholesterolemia,0,0.0,1.0
pravastatin niddm result studi demonstr low-dos pravastatin effect well toler lower elev cholesterol concentr short-term treatment patient niddm hypercholesterolemia,0,0.0,1.0
cholesterol niddm result studi demonstr low-dos pravastatin effect well toler lower elev cholesterol concentr short-term treatment patient niddm hypercholesterolemia,0,0.19599999999999995,0.804
retinoid acut promyelocyt leukemia retinoid differenti leukem cell line vitro induc clinic complet remiss patient acut promyelocyt leukemia,0,0.0,1.0
camp cholera toxin potent camp induc like cholera toxin also growth promot neonat melanocyt transient growth stimul cell deriv adult,0,0.0,1.0
phorbol ester cholera toxin simultan addit phorbol ester cholera toxin not prevent cell reach termin differenti,0,0.0,1.0
phorbol ester pkc/protein kinas c. identifi target phorbol ester protein kinas c pkc mitogen-activ kinas mapk also call extracellular signal-regul kinas erk,0,0.19120000000000004,0.8088
octreotid sleep apnea effect octreotid somatostatin analog sleep apnea patient acromegali,0,0.18259999999999998,0.8174
octreotid acromegali effect octreotid somatostatin analog sleep apnea patient acromegali,0,0.0,1.0
somatostatin acromegali effect octreotid somatostatin analog sleep apnea patient acromegali,0,0.0,1.0
somatostatin sleep apnea effect octreotid somatostatin analog sleep apnea patient acromegali,0,0.19579999999999997,0.8042
octreotid sleep apnea determin effect octreotid somatostatin analog sever sleep apnea growth hormon level patient acromegali,0,0.0,1.0
octreotid acromegali determin effect octreotid somatostatin analog sever sleep apnea growth hormon level patient acromegali,0,0.0,1.0
somatostatin acromegali determin effect octreotid somatostatin analog sever sleep apnea growth hormon level patient acromegali,0,0.0,1.0
somatostatin sleep apnea determin effect octreotid somatostatin analog sever sleep apnea growth hormon level patient acromegali,0,0.0,1.0
oxygen sleepi improv indic oxygen desatur sleep qualiti subject sleepi improv num month octreotid,0,0.0,1.0
octreotid sleepi improv indic oxygen desatur sleep qualiti subject sleepi improv num month octreotid,1,0.6083,0.39170000000000005
octreotid sleep apnea improv indic sleep apnea sever occur associ octreotid treatment patient sleep apnea acromegali,0,0.19410000000000005,0.8059
octreotid acromegali improv indic sleep apnea sever occur associ octreotid treatment patient sleep apnea acromegali,0,0.0,1.0
epirubicin epirubicin hepatocellular carcinoma epirubicin hepatocellular carcinoma pharmacokinet clinic activ,0,0.0,1.0
epirubicin hcc/hepatocellular carcinoma pharmacokinet clinic activ epirubicin investig num2 patient hepatocellular carcinoma hcc receiv epirubicin num2 mg/m2 drug given intraven num patient via hepat arteri num patient num also underw embolis,0,0.0,1.0
epirubicin hcc howev dose schedul epirubicin modest activ against hcc,0,0.0,1.0
aspirin hypercapnia therefor nonsteroid anti-inflammatori drug aspirin inhibit cyclooxygenas might expect reduc cerebr blood flow respons hypercapnia,0,0.0,1.0
num-fluorouracil tumor recombin human interferon alpha-2a increas num-fluorouracil efficaci elev fluorouridin concentr tumor tissu,0,0.0,1.0
num-fu/num-fluorouracil carcinoma modul effect recombin human interferon alpha ifn-alpha antitumor efficaci num-fluorouracil num-fu against human carcinoma cell line investig vitro vivo,0,0.0,1.0
num-fu colon tumor num-fu fluorouridin fur fluoro-num'-deoxyuridin fudr test against cultur human colon tumor c-num cell without ifn-alpha,0,0.0,1.0
num-fu colon carcinoma vivo antitumor activ num-fu without ifn-alpha assess use co-num human colon carcinoma xenograft nude mice,0,0.0,1.0
num-fu weight loss synergist effect num-fu ifn-alpha observ co-num nude mice vivo synerg obtain without increment thymidyl synthetas inhibit side effect term death rate bodi weight loss,0,0.0,1.0
num-fu target tumor result suggest mechan combin effect num-fu ifn-alpha not relat enhanc thymidyl synthetas inhibit increas fur concentr target tumor tissu,0,0.0,1.0
h2o2 patholog lesion patholog lesion deposit igg c3 mpo found immun rat perfus mpo h2o2 without neutral proteas mpo alon rat strain day num day num2,1,0.6139,0.3861
entacapon parkinson 's diseas effect entacapon comt inhibitor pharmacokinet levodopa cardiovascular respons patient parkinson 's diseas,0,0.0,1.0
levodopa parkinson 's diseas effect entacapon comt inhibitor pharmacokinet levodopa cardiovascular respons patient parkinson 's diseas,0,0.0,1.0
catechol parkinsonian open randomis cross-ov studi investig effect singl num3 mg oral dose entacapon novel catechol-o-methyltransferas comt inhibitor pharmacokinet metabol levodopa/carbidopa cardiovascular respons blood pressur puls rate variat standard stimuli eight parkinsonian patient,0,0.0,1.0
levodopa parkinsonian open randomis cross-ov studi investig effect singl num3 mg oral dose entacapon novel catechol-o-methyltransferas comt inhibitor pharmacokinet metabol levodopa/carbidopa cardiovascular respons blood pressur puls rate variat standard stimuli eight parkinsonian patient,0,0.0,1.0
carbidopa parkinsonian open randomis cross-ov studi investig effect singl num3 mg oral dose entacapon novel catechol-o-methyltransferas comt inhibitor pharmacokinet metabol levodopa/carbidopa cardiovascular respons blood pressur puls rate variat standard stimuli eight parkinsonian patient,0,0.0,1.0
entacapon parkinsonian open randomis cross-ov studi investig effect singl num3 mg oral dose entacapon novel catechol-o-methyltransferas comt inhibitor pharmacokinet metabol levodopa/carbidopa cardiovascular respons blood pressur puls rate variat standard stimuli eight parkinsonian patient,0,0.0,1.0
alcohol brain damag drink pattern includ period alcohol consumpt follow abstin bing drink may enhanc possibl brain damag,1,1.0,0.0
nmda brain damag nmda-medi mechan glucocorticoid action hippocampu associ brain damag,1,1.0,0.0
nmda alcohol therapeut adjunct treat ethanol withdraw includ nmda calcium glucocorticoid antagonist may eventu prove use prevent brain damag alcohol,0,0.0,1.0
ethanol brain damag therapeut adjunct treat ethanol withdraw includ nmda calcium glucocorticoid antagonist may eventu prove use prevent brain damag alcohol,0,0.2156,0.7844
ethanol alcohol therapeut adjunct treat ethanol withdraw includ nmda calcium glucocorticoid antagonist may eventu prove use prevent brain damag alcohol,0,0.0,1.0
calcium brain damag therapeut adjunct treat ethanol withdraw includ nmda calcium glucocorticoid antagonist may eventu prove use prevent brain damag alcohol,0,0.0,1.0
calcium alcohol therapeut adjunct treat ethanol withdraw includ nmda calcium glucocorticoid antagonist may eventu prove use prevent brain damag alcohol,0,0.0,1.0
nmda brain damag therapeut adjunct treat ethanol withdraw includ nmda calcium glucocorticoid antagonist may eventu prove use prevent brain damag alcohol,0,0.0,1.0
alinidin ami investig prospect arrhythmia incid num3 patient ami receiv alteplas double-blind random adjunct therapi intraven atenolol alinidin placebo,0,0.0,1.0
atenolol ami investig prospect arrhythmia incid num3 patient ami receiv alteplas double-blind random adjunct therapi intraven atenolol alinidin placebo,0,0.0,1.0
alinidin arrhythmia investig prospect arrhythmia incid num3 patient ami receiv alteplas double-blind random adjunct therapi intraven atenolol alinidin placebo,0,0.3941,0.6059
atenolol arrhythmia investig prospect arrhythmia incid num3 patient ami receiv alteplas double-blind random adjunct therapi intraven atenolol alinidin placebo,0,0.19700000000000006,0.8029999999999999
alinidin atrioventricular block atenolol alinidin significantli decreas basic heart rate without caus sinu arrest higher-degre atrioventricular block,0,0.0,1.0
atenolol atrioventricular block atenolol alinidin significantli decreas basic heart rate without caus sinu arrest higher-degre atrioventricular block,0,0.0,1.0
atenolol sinu arrest atenolol alinidin significantli decreas basic heart rate without caus sinu arrest higher-degre atrioventricular block,0,0.0,1.0
alinidin sinu arrest atenolol alinidin significantli decreas basic heart rate without caus sinu arrest higher-degre atrioventricular block,0,0.0,1.0
atenolol atrial fibril preval atrial fibril alinidin patient lower atenolol patient p .num3 not lower placebo patient p .num2,0,0.38180000000000003,0.6182
alinidin atrial fibril preval atrial fibril alinidin patient lower atenolol patient p .num3 not lower placebo patient p .num2,0,0.3973,0.6027
suramin metastat cancer suramin serum insulin-lik growth factor level metastat cancer patient,0,0.17830000000000001,0.8217
suramin tumor suramin polysulphon naphthylurea inhibit activ sever growth factor vitro experi clinic respons report human solid tumor,0,0.0,1.0
suramin lung cancer decid investig relationship suramin treatment serum level insulin-lik growth factor igf-i ii igf-ii advanc breast prostat lung cancer patient,0,0.0,1.0
suramin igf decid investig relationship suramin treatment serum level insulin-lik growth factor igf-i ii igf-ii advanc breast prostat lung cancer patient,0,0.0,1.0
suramin igf signific declin igf-i igf-ii serum level demonstr suramin treat patient,0,0.0,1.0
suramin igf result suggest suramin-induc igf suppress could one possibl mechan suramin action,1,0.6052,0.39480000000000004
hbeag remiss remiss occur within num month clear antigen hbeag major case,0,0.3801,0.6199
hbeag proteinuria one reduct proteinuria remain hbeag posit,0,0.0,1.0
vitamin d. chronic renal diseas influenc uv irradi vitamin metabol children chronic renal diseas,0,0.0,1.0
vitamin d. calcinosi one obtain result also oral vitamin therapi although point out danger calcinosi stone format author could frequent demonstr never uv treatment,1,0.6118,0.3882
phosphatidylinositol mm mm cell line contain significantli hormone-stimul phosphatidylinositol num-kinas pi num-kinas activ b-lymphoblastoid cell line,0,0.0,1.0
glucos mm hormone-respons glucos metabol also greater mm cell line,0,0.0,1.0
phorbol myrist acetate/pma aids/arc/acquir immunodefici syndrome/aids-rel complex peripher blood mononuclear cell patient acquir immunodefici syndrom aid aids-rel complex arc heterosexu control stimul anti-cd3 monoclon antibodi phorbol myrist acet pma 3h thymidin incorpor il-num receptor il-2r alpha cdnum2 tac antigen express measur,0,0.0,1.0
pma aids/arc significantli reduc dna synthesi cdnum2 express observ aid arc upon stimul anti-cd3 pma,0,0.0,1.0
pma aids/arc although signific synerg observ anti-cd3 plu pma stimul aid arc respons normal level anti-cd3 pma respons normal control level significantli lower observ anti-cd3 plu pma control,0,0.0,1.0
glucos niddm rational combin insulin oral drug therapi deriv better understand pathophysiolog niddm mechan action oral drug avail num type num diabet patient insulin-defici insulin-resist thu requir quit high dose exogen insulin num peripher insulin deliveri lead hyperinsulinaemia could play role pathogenesi late diabet complic num sulphonylurea stimul insulin releas directli portal vein could also potenti peripher insulin action num metformin improv glucos metabol insulin sensit alpha-glucosidas inhibitor slow digest complex carbohydr sucros abl reduc amount insulin need control postprandi hyperglycaemia,0,0.2025,0.7975
metformin niddm rational combin insulin oral drug therapi deriv better understand pathophysiolog niddm mechan action oral drug avail num type num diabet patient insulin-defici insulin-resist thu requir quit high dose exogen insulin num peripher insulin deliveri lead hyperinsulinaemia could play role pathogenesi late diabet complic num sulphonylurea stimul insulin releas directli portal vein could also potenti peripher insulin action num metformin improv glucos metabol insulin sensit alpha-glucosidas inhibitor slow digest complex carbohydr sucros abl reduc amount insulin need control postprandi hyperglycaemia,0,0.0,1.0
glucos diabet rational combin insulin oral drug therapi deriv better understand pathophysiolog niddm mechan action oral drug avail num type num diabet patient insulin-defici insulin-resist thu requir quit high dose exogen insulin num peripher insulin deliveri lead hyperinsulinaemia could play role pathogenesi late diabet complic num sulphonylurea stimul insulin releas directli portal vein could also potenti peripher insulin action num metformin improv glucos metabol insulin sensit alpha-glucosidas inhibitor slow digest complex carbohydr sucros abl reduc amount insulin need control postprandi hyperglycaemia,0,0.0,1.0
carbohydr diabet rational combin insulin oral drug therapi deriv better understand pathophysiolog niddm mechan action oral drug avail num type num diabet patient insulin-defici insulin-resist thu requir quit high dose exogen insulin num peripher insulin deliveri lead hyperinsulinaemia could play role pathogenesi late diabet complic num sulphonylurea stimul insulin releas directli portal vein could also potenti peripher insulin action num metformin improv glucos metabol insulin sensit alpha-glucosidas inhibitor slow digest complex carbohydr sucros abl reduc amount insulin need control postprandi hyperglycaemia,0,0.21200000000000008,0.7879999999999999
sucros diabet rational combin insulin oral drug therapi deriv better understand pathophysiolog niddm mechan action oral drug avail num type num diabet patient insulin-defici insulin-resist thu requir quit high dose exogen insulin num peripher insulin deliveri lead hyperinsulinaemia could play role pathogenesi late diabet complic num sulphonylurea stimul insulin releas directli portal vein could also potenti peripher insulin action num metformin improv glucos metabol insulin sensit alpha-glucosidas inhibitor slow digest complex carbohydr sucros abl reduc amount insulin need control postprandi hyperglycaemia,0,0.0,1.0
sucros niddm rational combin insulin oral drug therapi deriv better understand pathophysiolog niddm mechan action oral drug avail num type num diabet patient insulin-defici insulin-resist thu requir quit high dose exogen insulin num peripher insulin deliveri lead hyperinsulinaemia could play role pathogenesi late diabet complic num sulphonylurea stimul insulin releas directli portal vein could also potenti peripher insulin action num metformin improv glucos metabol insulin sensit alpha-glucosidas inhibitor slow digest complex carbohydr sucros abl reduc amount insulin need control postprandi hyperglycaemia,0,0.0,1.0
carbohydr niddm rational combin insulin oral drug therapi deriv better understand pathophysiolog niddm mechan action oral drug avail num type num diabet patient insulin-defici insulin-resist thu requir quit high dose exogen insulin num peripher insulin deliveri lead hyperinsulinaemia could play role pathogenesi late diabet complic num sulphonylurea stimul insulin releas directli portal vein could also potenti peripher insulin action num metformin improv glucos metabol insulin sensit alpha-glucosidas inhibitor slow digest complex carbohydr sucros abl reduc amount insulin need control postprandi hyperglycaemia,0,0.0,1.0
metformin diabet rational combin insulin oral drug therapi deriv better understand pathophysiolog niddm mechan action oral drug avail num type num diabet patient insulin-defici insulin-resist thu requir quit high dose exogen insulin num peripher insulin deliveri lead hyperinsulinaemia could play role pathogenesi late diabet complic num sulphonylurea stimul insulin releas directli portal vein could also potenti peripher insulin action num metformin improv glucos metabol insulin sensit alpha-glucosidas inhibitor slow digest complex carbohydr sucros abl reduc amount insulin need control postprandi hyperglycaemia,0,0.0,1.0
glucos niddm numer studi shown combin insulin sulphonylurea effect insulin alon treatment patient niddm secondari failur oral drug lead better glucos profil and/or decreas insulin need,0,0.0,1.0
metformin obes preliminari result suggest insulin-metformin obes present insulin-acarbos post-prandi hyperglycaemia occur combin might offer favour featur treatment niddm patient although therapeut approach still requir adequ evalu control studi,0,0.0,1.0
acarbos obes preliminari result suggest insulin-metformin obes present insulin-acarbos post-prandi hyperglycaemia occur combin might offer favour featur treatment niddm patient although therapeut approach still requir adequ evalu control studi,0,0.0,1.0
acarbos niddm preliminari result suggest insulin-metformin obes present insulin-acarbos post-prandi hyperglycaemia occur combin might offer favour featur treatment niddm patient although therapeut approach still requir adequ evalu control studi,0,0.0,1.0
metformin niddm preliminari result suggest insulin-metformin obes present insulin-acarbos post-prandi hyperglycaemia occur combin might offer favour featur treatment niddm patient although therapeut approach still requir adequ evalu control studi,0,0.0,1.0
acyclovir varicella-zost viru infect previou studi immunocompet host normal adult demonstr valu intraven acyclovir treatment varicella-zost viru infect,0,0.0,1.0
acyclovir varicella oral acyclovir also shown efficaci normal adult zoster shingl immunocompet children varicella,0,0.0,1.0
acyclovir shingl oral acyclovir also shown efficaci normal adult zoster shingl immunocompet children varicella,0,0.0,1.0
acyclovir varicella recent complet double-blind placebo-control studi oral acyclovir immunocompet adult uncompl varicella also demonstr efficaci,0,0.0,1.0
acyclovir varicella pneumonia/varicella adult complic varicella usual symptomat varicella pneumonia receiv intraven acyclovir,0,0.0,1.0
brovavir varicella sever new agent varicella-zost therapi evalu brovavir new agent current compar placebo treatment adult varicella,0,0.0,1.0
paracetamol rheumatoid arthriti addit effect combin naproxen paracetamol rheumatoid arthriti,0,0.20700000000000007,0.7929999999999999
naproxen rheumatoid arthriti addit effect combin naproxen paracetamol rheumatoid arthriti,0,0.374,0.626
paracetamol/acetaminophen ra clinic effect plasma naproxen level studi num2 patient ra receiv three dose naproxen two naproxen dose combin paracetamol acetaminophen random double-blind comparison five num-wk treatment period,0,0.0,1.0
naproxen ra clinic effect plasma naproxen level studi num2 patient ra receiv three dose naproxen two naproxen dose combin paracetamol acetaminophen random double-blind comparison five num-wk treatment period,0,0.0,1.0
paracetamol ra result show clinic effect naproxen ra may significantli increas concomit paracetamol administr,0,0.18200000000000005,0.818
naproxen ra result show clinic effect naproxen ra may significantli increas concomit paracetamol administr,0,0.0,1.0
creatin acut myocardi infarct latter complex creatin kinas cardiac troponin measur peripher venou blood sampl serial drawn num2 patient acut myocardi infarct,0,0.0,1.0
creatin myocardi tissu injuri creatin kinas activ cardiac troponin concentr use marker myocardi tissu injuri,0,0.0,1.0
norepinephrin asystol num2-year-old male experienc postexercis bradycardia asystol higher basal plasma norepinephrin num3 versu num2 +/- num pg/ml epinephrin num2 versu less num2 pg/ml similar vagal tone vagal tone index numnum2 versu numnum2 +/- numnum2 u compar num close match subject underw unev stress test,1,0.6029,0.3971
epinephrin asystol num2-year-old male experienc postexercis bradycardia asystol higher basal plasma norepinephrin num3 versu num2 +/- num pg/ml epinephrin num2 versu less num2 pg/ml similar vagal tone vagal tone index numnum2 versu numnum2 +/- numnum2 u compar num close match subject underw unev stress test,0,0.21619999999999995,0.7838
polyethylen glycol renal cell carcinoma polyethylen glycol conjug interleukin-num clinic immunolog effect patient advanc renal cell carcinoma,0,0.19400000000000006,0.8059999999999999
monomethoxypolyethylen glycol renal cell carcinoma recombin interleukin-num ril-num modifi monomethoxypolyethylen glycol peg il-num util patient metastat renal cell carcinoma two separ multi-institut trial,0,0.0,1.0
androgen prostat cancer androgen regul prolifer human prostat cancer cell cultur increas transform growth factor-alpha tgf-alpha epiderm growth factor egf /tgf-alpha receptor,0,0.0,1.0
androgen prostat cancer androgen affect growth prostat gland mani prostat cancer,1,0.8154,0.1846
testosteron prostat cancer examin effect num alpha-dihydrotestosteron dht testosteron egf egf-alpha cell prolifer 3h-thymidin incorpor androgen-depend human prostat cancer cell line alvanum3 serum-fre medium,0,0.0,1.0
androgen prostat cancer examin effect num alpha-dihydrotestosteron dht testosteron egf egf-alpha cell prolifer 3h-thymidin incorpor androgen-depend human prostat cancer cell line alvanum3 serum-fre medium,0,0.20940000000000003,0.7906
num alpha-dihydrotestosteron prostat cancer examin effect num alpha-dihydrotestosteron dht testosteron egf egf-alpha cell prolifer 3h-thymidin incorpor androgen-depend human prostat cancer cell line alvanum3 serum-fre medium,0,0.0,1.0
ginsenosid rh2 ovarian cancer inhibitori effect oral administr ginsenosid rh2 growth human ovarian cancer cell nude mice,0,0.0,1.0
cisplatin/cis-diamminedichloroplatinum ii tumor num day tumor inocul num mg/kg cis-diamminedichloroplatinum ii cisplatin administ intraperiton week num week,0,0.0,1.0
ethanol tumor rh2 dissolv absolut ethanol adjust distil water num num2 num3 microm num ml concentr administ oral canula everi day num2 day next day tumor inocul,0,0.0,1.0
ethanol tumor day num2 num2 tumor inocul tumor volum group treat rh2 significantli less ethanol-tr control group also cisplatin treat group,0,0.18969999999999998,0.8103
cisplatin tumor day num2 num2 tumor inocul tumor volum group treat rh2 significantli less ethanol-tr control group also cisplatin treat group,0,0.18969999999999998,0.8103
cisplatin tumor num2 day tumor growth nude mice treat num2 microm num3 microm rh2 significantli inhibit compar cisplatin treat group well control group,0,0.0,1.0
fluoxetin compuls behavior disord diagnosi fluoxetin treatment compuls behavior disord adult mental retard,0,0.0,1.0
fluoxetin mental retard diagnosi fluoxetin treatment compuls behavior disord adult mental retard,0,0.0,1.0
fluoxetin compuls behavior disord behavior disord num2 subject met criteria compuls behavior disord num subject not comparison subject treat use medic fluoxetin,0,0.0,1.0
fluoxetin compuls behavior disord seven num2 subject compuls behavior disord respond favor fluoxetin treatment none comparison subject respond favor medic,0,0.0,1.0
desipramin desipramine-refractori depress characterist desipramine-refractori depress,0,0.21350000000000002,0.7865
desipramin major depress determin predictor desipramine-refractori depress author examin outcom patient major depress admit gener hospit treat desipramin adjust adequ blood level,0,0.0,1.0
desipramin depress outcom assess yale depress inventori num-week desipramin trial num2-hour plasma concentr use rapidli achiev therapeut desipramin level,0,0.0,1.0
desipramin depress episode/depress poor respons therapeut desipramin trial occur num2 num2 patient significantli associ definit person disord prior treatment failur near delusion statu age num2 year durat depress episod recurr depress dysthymia secondari depress,0,0.3973,0.6027
desipramin person disord poor respons therapeut desipramin trial occur num2 num2 patient significantli associ definit person disord prior treatment failur near delusion statu age num2 year durat depress episod recurr depress dysthymia secondari depress,0,0.38,0.62
rc-num4 breast cancer inhibitori effect bombesin/gastrin-releas peptid antagonist rc-num4 lutein hormone-releas hormon antagonist sb-num2 growth mcf-num miii human breast cancer xenograft athym nude mice,0,0.0,1.0
