text,crowd_label,conf0,conf1
"If I didn't know any better, I'd swear this was a book written by a Satanist. The author seems to be rejoicing in the prospect of armageddon, including mountains being blown up and the destruction of all the world's cities. I bought a tatty copy for one penny and I was somewhat surprised to see that by 1973 it was on its 27th printing. It seems reasonable then to assume that Mr Lindsey's views are fairly representative of mainstream America. If that's the case then that suggests that plenty of Americans are keen for armageddon to erupt in the Middle East so that the ""good Christians"" may be whisked off for a private audience with J. Christ while the rest of the population burns. I would recommend this book to all Israelis. In his book The Last Days of Israel, Zionist author Barry Chamish declared that Israel's main enemies were European Socialists. Well, I reckon that Hal Lindsey and his fans present a greater threat. It seems likely that if the supposed Temple of Solomon is not rebuilt and Israel isn't annihilated then a lot of committed Christians are going to be most upset. The bit of ""good news"" in Lindsey's book is that the surviving Israelis will convert to Christianity with such passion that they will be like ""144,000 Billy Grahames"". It seems that committed Christians are in charge of both the UK and US governments and that the US government could be described as a theocracy. I wonder if the theocrats share the views of Mr Lindsey, who states in this book that each Arab generation hates Israel more than the one before, which would be good news as it would mean that they would be more likely to attack and initiate armageddon and cause the return of Jesus Christ.Russia is portrayed as the villain of the book, but ""Red China"" and the ""Red Chinese"" get a look-in in a chapter entitled ""The Yellow Peril"". The book however does contain one true statement, on page 120: ""Religion is a great blinder of the minds of men."" and frankly, I hope ""the rapture"" does happen soon. The sooner that people like Hal Lindsey are whisked off the face of the Earth, the greater the likelihood for peace in the world",1,3.151387367874355e-104,1
THe book tries to say back injuries are stress. I dont think herniated discs or annular tears heal in a couple of weeks. A Social Security Doctor just recommended me to read this. Even though my injures were hernaitons with annual tears. So even though he was aware of my injuries he still must think its stress related . WHAT A JOKE. BOOK STINK,1,0,1
"All About Dog Daycare: A Blueprint For Success is an easy-to-use guide to the lifestyle and obligations of a dog daycare services owner. With All About Dog Daycare presented as a ""user-friendly"" introduction and exploration of everything necessary to get started. The reader will discover and understanding of the basic and general information needed to start a dog daycare including licensing zoning, guidance and legal, financial, and insurance concerns for the daycare owner, forms and record-keeping materials needed to operate a daycare, how to provide a safe and stimulating environment that keeps the dogs healthy and happy, optional money-making services that daycare centers may provide, troubleshooting ideas, how to deal with aggressive dog's owners, expulsion issues, and how to monitor relationships with certain groupings of dogs and identify control measures that can be used to maintain stability. All About Dog Daycare is very strongly recommended to all aspiring dog daycare owners, as well as the general dog owners seeking good day care arrangements for their animal companion.",1,1.1422292674977191e-08,0.9999999885777073
"If you are starting a suggestion process or revamping an established one, this is the book to read and apply. Robinson and Schroeder have boiled down a thousand pages of material and years of research on the subject into 218 readable pages.",1,9.05988887333825e-57,1
"John Ahart's The Director's Eye is a comprehensive text for directors and actors is intended for student audiences, but contains practical information which represents a half-century of experience in teaching and directing, containing over thirty chapters on everything from imparting the style and content of a play to the special challenges of comedy and other formats. A 'must' for aspiring directors",1,2.3268289149819994e-29,1
"I found this immensely enjoyable. Along with BEFORE MIDNIGHT, THE SILENT SPEAKER, AND BE A VILLIAN and PLOT IT YOURSELF, I consider it one of his best. Classic Wolfe and Goodwin",1,1.2646239716837751e-06,0.9999987353760282
If u love adventure and suspense and all that... Then u gotta read this book. Wut really made me wanna read the book.. more.. is when he was listenin to the recorded messages of immagrants. then suddenly a voice starts talkin to him... Its like u can actually hear it in ur head. It was so cool. I couldnt wait to finish the book and see wut happened. Unfortanantly U gotta read the book cuz Im not tellin u. so.. READ ON,1,0,1
"This is the the first unix book I bought. I love it a lot. It teaches you the fundamentals of how to use the operating system. With a desktop reference of commands, utilites, and terms you will refer to this book for years. You are getting a robust amount of information of unix for your dollar",1,8.499200813185333e-44,1
"I just finished this book an hour ago and am ready to rave about it (and, more generally, its highly visual and accessible approach). More than any ""popular"" science book I've ever read, it quickly took me to an unprecedented comfort level with the material. Cellular biology is a three-dimensional domain where pure-text approaches fall short when trying to describe the spatial processes of cellular replication, DNA copying, etc. I think that this writing team has a talent for making information teachable, and that this book (along with the books of its kind in the series) is a great gift to the curious layperson. Thanks again to the authors - wow",1,7.026909466621415e-35,1
"This book blew my mind..the writing is clear and the ideas are exciting. I thought it would be my summer read - but I was done in a few weeks -- I couldn't put it down. The book gives weight to the psychological, historical, philisophical and sociological aspects of the subject in a balanced and well presented format. It is a delightful read..complex without being dry for a minute. I highly recommend this book",1,2.819735627936645e-131,1
"Great subway map! Just don't forget to read the signs in the subway, some trains only run certain days/times. AND if I remember correctly PATH is not really in the book",1,0.47398861589810626,0.5260113841018937
"This is an extremely well-documented, fact-filled book exposing the deplorable condition of our public school system. I don't see how anyone can argue with the facts---the book is loaded with quotes from those in the educatinal system and excerpts from public school books / curriculum, and he sites each source. I highly recommend it...in fact, I have loaned my copy out to at least 12 people and every one of them, without exception, loved the book...most of them purchased their own copy after reading mine. The information contained in this book will scare you, especially if you have children in the public schools. Unfortunately, most parents have no idea what is really going on in their child's school---this book is a &quot;wake-up call!&quot; Once you begin reading, you won't be able to put it down",1,5.154366172280804e-53,1
I recommend this book to anyone who has come from a dispensational background and is interested in eschatology (end-times). It is very well written with short chapters that don't bog the reader down with difficult theological jargon. Exposes the reader to a historicist (typically Seventh Day Adventist) interpretation of end-times scriptures that will challenge you to dig deeper into the Word of God with a critical eye,1,1.4258396018866704e-61,1
"Not only did I like the advice about changing my own outlook, I found the research fascinating! Definitely worth a read",1,2.6797151170009406e-09,0.9999999973202849
"In the review: ""Buyer Beware! Raw meat kills...""Reviewer Shani most likely has not read this book, as what Kliment says is not to drink raw milk, rather to look for organic milk that has been safely pasteurized with different techniques to retain important enzymes. She writes:Milk Raw,p. 24-24: ""It was common for physicians in the early part of the twentieth century to use raw milk and butter made from raw milk for therapeutic purposes... Federal and state laws requiring pasteurization of dairy products, however, make raw milk almost impossible to come by. Most agribusiness dairies heat their milk to 212 degrees. Louis Pasteur discovered that milk heated to 140 degrees for one-half hour was enough to kill bacteria. The purpose of boiling the milk at 212 degrees is not to keep the public safe from bacteria that causes disease but to extend the shelf life of the product... I buy a brand of organic milk called Organic Life that hasn't been heated to such a high temperture that all the enzymes have been destroyed and will spoil in two days if not used. A brand of milk that seems to last forever in the refrigerator, even if it is labeled organic, should be avoided.""Kliment addresses other raw foods (meat, eggs...) in the same safe and insightful manner as she discusses milk. Even an improperly balanced vegetarian diet can potentially lead to degenerative diseases, and Kliment discusses those diets as well, providing many safe and effective dietary plans.There are so many different dietary recommendations in this book that if one doesn't suit your style, then there are others that are equally effective.Berthe Gerard",1,8.7649593170763e-69,1
"Thank you Patti Davis for a beautiful and helpful book. I am a caregiver as my husband is midway into Alzheimers. I have read other books on the subject looking for help. This was the best. Pattie, you gave the best information to help one through this long ordeal. I would recommend this heart warming book to every caregiver in the world. Sure wish I could thank Ms. Davis personally. Lorine Roh",1,1.3974640541324024e-81,1
"I'm a bit of a historical true crime buff (even have my own blog on the subject), and this is leaps and bounds the best historical true crime book I have read. It is top notch in research and telling, and as other readers have mentioned-you will NOT forget this book and the horrors the sisters endured.As good as a good fiction novel, Starvation Heights is not to be missed",1,1.2355366117023625e-299,1
"As a veteran of communal life in the 60's, I truly appreciate the authenticity--and pure fun--of Iris Keltz's book. The photos, articles, memoirs, and hippie artwork take you right to the spirit of the times. What a great trip!",1,8.170676268885101e-43,1
a fiend of mine studin Judaism has asked me to buy the book. me bein not an Xpert in the field i've just pop'd in the book - but loox like an ultimate refference to the topix. if YuR lookin for a guide on the topic - this is YuR pick,1,1.710317870021576e-78,1
"This book looked adorable, so I borrowed it from our library and pre-read it, before sharing it with my 4 year old daughter. Good thing I did! At the end the little girls says she is allowed to say things she really doesn't mean (which is I am sorry) - what a horrible lesson to teach!! ""Remember kids, you can get out of anything if you fake remorse and lie to your loved ones!"" Parents be forewarned...it's not a book on morals and may even negate what you are trying to teach.",1,1.2466447684667779e-113,1
"Divided Houses: Gender and the Civil War is a collection of essays pertaining to the crisis in gender relations that accompanied the Civil War in America. As a collection, the essays present a narrative that chronicles the various impacts on gender that affected men and women, the North and the South, as well as slaves and non-slaves. What emerges is a cohesive body of text that is informative, illuminating, and instructive. The themes most explored in this volume are those of empowerment through abolitionism. In The Civil War as a Crisis in Gender Relations by Leann Whites, the two groups most perceptive of the gender crisis were Northern feminists and black abolitionists. During the Civil War, the public status of motherhood increased. This leads to another theme that will later be explored in following essays, that of the State as family. In this first essay, Leann Whites argues that the Civil War created circumstances for gender equality, both diminishing white Southern male masculinity and increasing black manhood. Ideas of manhood during the Civil War are further investigated in Part II and in Reid Mitchell's Soldiering, Manhood, and Coming of Age: A Northern Volunteer. The journey from civilian to soldier was mirrored in the transition from boyhood to manhood, and the constitution of manhood evolved as a delicate balance of masculinity and manly restraint. During the Civil War, the body politic as well as the army assumed familial ties to facilitate solidarity. Despite the changes in notions of manhood, for the black male population the ""empowerment"" was not always beneficial. Jim Cullen's Gender and African-American Men details how conceptions of black manhood changed during the Civil War, with the mastery over one's own body leading to mastery in warfare. Despite being placed on some of the most dangerous fronts, black soldiers endured low pay and high disease in exchange for their mastery over their bodies. In Part III of Divided Houses: Gender and the Civil War, the themes move from issues of manhood to those relating to women. In Arranging a Doll's House: Refined Women as Union Nurses author Kristie Ross writes about female volunteers on hospital transports, and she draws from the familial theme by presenting the hospital transport as the rearrangement of a doll's house to appear domestic. Ross also reveals a sense of agency for women volunteers, claiming that many felt ""...an eagerness to seize an occasion to escape the routine pattern of their lives and a familiarity with genteel standards of household organization."" (101) Lyde Cullen Sizer's Acting Her Part: Narratives of Union Women Spies also deals with the issue of female agency during the Civil War, but Sizer further examines the repercussions women felt depending on whether they were white or black. For white women spies, their efforts were more dramatic than substantial, whereas for black abolitionists like Harriet Tubman the cause and consequences of being a spy were much more realistic. Sizer's essay is also an attempt to place female spy narratives in a literary context from which they have been excluded. Of all the essays in Divided Houses, none is more colorful and titillating than Michael Fellman's Women and Guerrilla Warfare. Through his dramatic prose, Fellman explores how peacetime morality was subverted through guerrilla warfare, with male guerrilla fighters attacking traditional values while physically attacking women. Fellman, doubtless, is presenting a form of psychological history by claiming ""there was also an additional element here of bad boys acting out against a nagging, smothering mother."" (151) For many Kansas guerrilla regiments during the Civil War, the ""freeing"" of slaves was an act of defiance rather than a moralistic pursuit. Guerrilla warfare finally reinforced the need for love, security, and family. The fourth part of Divided Houses closely examines dynamics on the Southern homefront. Peter Bardaglio's The Children of Jubilee: African-American Childhood in Wartime explains how prior to the Civil War, slave children were age-segregated but not gender-segregated. With freedom as a concept first emerging for many slaves during the Civil War, play activities among children became more gendered. Martha Hodes's Wartime Dialogues on Illicit Sex: White Women and Black Men further draws on the theme of black male power as a political issue emerging during the Civil War, which consequently led to sexuality itself becoming a political issue. With most yeoman farmers at war, the homefront became a location for ""illicit"" sex as well as the performative stage for class discord. The Southern states were not the only ones to feel the impact on gender relations that the Civil War created: Part V examines gender issues on the Northern homefront with Patricia R. Hill's Writing Out the War: Harriet Beecher Stowe's Averted Gaze. In Part VI, essays examine how the politics of Reconstruction became gendered, with Northern women beginning to campaign for the vote and new labor opportunities for African-American men and women. In spite of these advances, however, the ruling classes in the South still attempted to exert authority and black women were still subjected to southern white male violence, as evidenced in Catherine Clinton's concluding essay, Reconstructing Freedwomen. Divided Houses: Gender and the Civil War is a combination of various historiographical methodologies; cultural, social, psychological, intellectual and political, which simultaneously present a coherent and evocative study of wartime's affect on gender relations. In addition to mapping themes in gender relations during war, narratives of women's undertaking of professional and managerial duties while men were fighting in the Civil War provides a historical anchoring of the themes of female labor that were to arise again during the First, and especially Second, World War",1,6.817449184634217e-76,1
"Another book about writing well? Who needs it, you ask? My answer is: Anyone who wants to write better. Those who want to be better writers must continually practice their skills. Sure, you could probably improve your style without this book, but why not learn a few more tricks of the trade? I especially enjoyed the rewrite examples (&quot;Rewriting History&quot; was particularly interesting). Expend a bit of energy reading and studying Ryan's book and then expect to write with a bit more ease. Someone once commented that even good writers need perpetual reassurance. &quot;Write Up the Corporate Ladder&quot; is that reassurance",1,1.586892091702976e-39,1
"One beautiful and well done book. Look, read and indulge yourself in Wright. Wonderful photography and ineresting writing by many authors that all to the lore of Wright.A great gift for someone who has on interest in FLLW",1,1.2394209585194715e-80,1
"This is a ""concise version"" of Solomon and Higgins's A Short History of Philosophy (1996) which wasn't all that short at 329 pages--well, for a history of philosophy actually it was kind of short. As the authors point out, a ""short"" history of philosophy (in German) by Hans Joachim Storig, runs to 750 pages, and Bertrand Russell's famous popular opus from 1945, A History of Philosophy was 895 pages long. What the authors have done here is to distill the essence of their larger book, mostly by judiciously pruning. The result is a witty, pithy and very well edited introduction for almost anybody interested in knowing what philosophy is all about.Speaking of Russell, the authors's treatment of him is characteristically sly: Noting that Russell turned his attention to more worldly matters after his youth (and the Principia Mathematica), they add that ""he wrote an elegant and impassioned autobiography, conclusively documenting his political commitments, his love of philosophy, and what we might politely call his love of love. He also declared--as the First World War had clearly shown--that 'the world is horrible.' Formal philosophy, by comparison, seemed both a refuge and a waste of time."" (p. 115)Solomon and Higgins cover Eastern philosophy (which many Western books do not), and they bring us up to the postmodern era, although they scrupulously avoid discussing philosophers still living--a wise decision no doubt since most of us are still trying to cope with what happen to philosophy after the logical positivists got a hold of it early in the 20th century. Solomon and Higgins also address religious philosophy, which again is right, especially when you consider that most of Western philosophy since the Greeks has been strongly influenced by Christian values and ideas--and of course, the Eastern ""philosophies"" from the Vedas, the Buddha, Lao Tzu, etc., cannot really be separated from religion.It is good to compare this to Russell's best-selling opus since Solomon and Higgins do very well exactly what Russell did very well, that is make philosophy interesting and even exciting for the general reader; and like Russell they write with unusual clarity. Unlike Russell however they refrain (mostly) from taking sides in the various philosophic disputes and they don't reveal who their favorites are. I guess I could say that Russell's approach was a critical one as he found fault with many of the icons of philosophy, even--or perhaps especially--Plato, whereas Solomon and Higgins try for a more descriptive and informative approach. I love Russell. He was a delight to me when I first read him as a teenager, but I must say that the approach of Solomon and Higgins is the more judicious.Philosophy is like history in this respect. We cannot adequately critique the ideas of today because we are so completely immersed in them that we have no real objectivity. As the authors put it so very well on page 113, ""Philosophy is never isolated or immune from its time and place, no matter how abstract it may be or however 'eternal' or 'untimely' it may declare itself. Philosophy may be prophetic, it can be nostalgic, or it can act as a mirror, a reflection of a culture. But more often than not, it expresses in abstract terms the ideals and aspirations of society.""This follows their observation that Nietzsche had predicted the horrible wars of the 20th century. Their treatment of Nietzsche (and virtually all of the philosophers) is generous although there is just the slightest hint that his ideas may have been in some part responsible for the rise of the kind of mentality exhibited by the Nazis. They recall Nietzsche's ""incredible suggestion that human beings...[are] nothing but a bridge between the ape and the Ubermensch ('superman')"" Personally, I am not a big fan of Nietzsche; nonetheless it is striking to consider that he may be exactly right: the science of the 21st century may fuse us with our machines, and through genetic engineering allow us to become something ""more"" than human.The book is in three parts, Part I: ""Is There Ultimate Truth?""; Part II: ""Faith and Reason""; and Part III: ""From Modernity to Postmodernism."" I think this is just perfect. The search for what is true and/or to what extent we can know what is true is at the very heart of the philosophic urge. And the struggle between faith and reason rages on today as it has since before the Greeks. And what we have experienced in our lifetimes is the rise of postmodernism which is a serious critique of the self-satisfied modernity that grew out of the Enlightenment.I guess what I like best about this book is a sense that it is a return to the kind of philosophy that I loved as a young man. As the authors put it, while they are excited ""by the bewildering variety of ideas"" that we have today in philosophy, they are ""at the same time...disturbed by the fact that the old ideal of philosophy, as a search for wisdom rather than a peculiar professional skill or a merely clever game, has gotten lost."" (p. 128)This book brings some of the excitement back",1,1.1277080511049418e-121,1
"i collect cookbooks and do a lot of experimenting with recipes. every dish i've made from this book has had a strange, unappetizing flavor. i've just ruined a $30 piece of lamb, so i don't plan to cook from this book again",1,8.661597680634777e-109,1
"I was disappointed by this book. There is very little valuable content, and that little is stretched and repeated on and on in order to fill more than 200 pages. All together, a boring, badly written, repetitive book",1,1.5815533781902676e-78,1
"I heard about this on-line and it looked good. I was intrigued about the hard SF (geology, vulcanology) set on the Moon and in Antarctica. It also blended archeology and the mystery of ancient civilizations with a mystery/thriller that had constructs under the ice and people disappearing. What a wonderful premise. (...)All the characters are described like they are models, or porn-stars and the other characters are evaluating them with an eye to ripping off their clothes and jumping their bones. The main POV character, a woman, is one of the worst offenders and a disgusting stereotype of a women who only goes through life with one aim: trapping her man, while thinking with her anatomy. She acts and dresses like a bimbo, but then she becomes enraged when she garners male attention. Males are bashed as the root of all evil, for both sex, love, and practical matters. Eventually the main character has wild quasi-public sex, and for a bit it seems like the story and the science mystery might gain the upper hand. But that is when more male bashing comes to the fore. The men who aren't bed-boys are arrogant, macho, and blinded by their own stupidity. The main character now has to protect science and scientists from murderous Marines. The mystery does pop up and get interesting again. (...)",1,0.026159033907562704,0.9738409660924373
"Mark M. Smith has given us a splendid account of the 1739 Slave Revolt in the Charleston, South Carolina area. Rather than simply giving us his interpretation of this important, yet not widely studied event, Smith gives us the opportunity to look at some of the key documents relating to the uprising and then provides the reader with four separate essays to show different interpretations of the documents.The essays Smith presents are written by well recognized historians, including one by Smith himself, and vary in analysis - we see such concepts forwarded as the idea that the rebelling slaves were mainly ex-military, that these male slaves revolted because they were pushed into agricultural work that they saw as ""women's work"", and that the slaves revolved on September 9, 1739 because of the religious significance of the date.All told, this book will make an exceptionally useful case study of this revolt, and the presentation of the material makes it a most valuable addition to the field of historiography and training of future historians in how documents may be interpreted differently to come up with the ""real"" picture of what happened in the past",1,1.8576462850870584e-08,0.9999999814235372
"I know this book since I was a primary school learner. My father had a signed copy. I suppose that I started to delve into this rather formidable book - for a youngster - during my high school days. I struggled, but instinctively knew that it was a great book - so I persevered. I can truly say that I have used this volume throughout my live since then, and have inherited my father's copy! As the title states, this is not a book, it is really a system. It is a system that will change your view on life and then will consequently change your life too. Although a spiritual book, I have found it to be the most practical spiritual book I have ever read! The Master Key System is simply one of the finest studies in personal power, metaphysics, and prosperity consciousness ever written. Covering everything from how to create abundance and wealth to how to get healthy, Charles F Haanel leaves no stone unturned. With precision, he elucidates on each topic with logic and rigor that not only leaves you feeling good, but also thinking good. The book was banned by the Catholic Church in 1933 and has been hidden away for decades.",1,2.8026735487381693e-84,1
"This guy knows his posies. Everything I've seen that he has written has been well done and most informative. I'm using his hydrangea book as my bible for beginning to raise these gorgeous things and am finding that he knows varieties, tactics, and possible problems (and solutions)I'd never heard of.",1,5.792726710399104e-68,1
"The strong point of the book is the day by day account of the Donner Party's journey. Mullen writes as if he were actually on the trail with the party, and the reader has that same sense of being there. Mullen's writing style makes this book the best Donner Party telling since George Stewart's Ordeal By Hunger",1,1.267396527470739e-45,1
"Computer architecture has seen vast changes in the last 20 years, and fortunately, H&P somehow manage to do a new edition about every 5 years, often enough to stay current. When the First Edition appeared, it quickly became *the* standard textbook on the topic, to be replaced in that role by each successive edition.Computer architectures complexify over time, and so do books. The Third Edition was about 1100 pages long. The Fourth has been shrunk back to something more manageable by moving subsidiary details to a CD included with the book.This edition is well worth having, even if one already has the earlier ones. In particular, the additional material on multiprocessors is especially welcome, given that it has become much more difficult to speed up uniprocessors.Most people who work in or near computer systems architecture know these books, but I have often recommended them to others, such as technology journalists, venture capitalists, and financial analysts, i.e., people who are rarely computer archtiects, but need to understand computer technology and its trends. Many such have been surprised to find the book was useful to them.H&P write very clearly, and each chapter outlines its key concepts for a topic, then works down to detailed analyses, and then comes back up to summarize. hence, I've often recommended to people:1) Read the first few sections of each chapter.2) In each remaining section per chapter, read until the going gets heavy, then skip to the next section. In some cases, this will happen after reading the first paragraph, but don't worry, the writing will return to a higher level.3) Read ""Concluding Remarks"" and any ""Fallacies and Pitfalls"" or Historical Perspectives"" sections at the end of a chapter.Anyway, I expect this Edition will be just as indispensable as the earlier ones",1,1.0017975058405244e-06,0.9999989982024942
This book was horrible I couldn't get into it all. I loved Black and ugly but Hustler's son was not as well written,1,1.7281040426581045e-69,1
"This book changed my life! I couldn't put it down and the tragic though triumphant stories will never leave my mind. Susan Bergman, who writes with all the beauty of classic authors, shares the stories of many different modern-day martyrs. The pain and sorrow these people endured are beyond comprehension and yet their faith in Christ sustained them to the very end of their lives. The legacy of faith and hope that these 'Spiritual Giants' left behind are worth their weight in gold. Foxe's Book of Martyrs illuminated many a generation on the reality of Christian martyrdom but this book is for the present generation. We are called to suffer many things and this book reminds us that it is all for a wonderful purpose. God's Glory",1,5.1767247517475756e-61,1
"While I have admired those with the ""Do-It-Yourself"" attitude, people who set out to publish and distribute their own writings and art, I've never really been a participant in the independent printing movement. It has been a lifelong dream of mine to have some of my work published by a nationwide distributor with fine binding and all that jazz. Little did I know I could show people my work now with little more than a copier, some staples, and a stolen Sharpie.Stolen Sharpie Revolution is a very small but intricately designed book that tells you everything you need to know about creating your own Zine. Alex Wrekk, who's been self-publishing since 1995, provides thoughtful suggestions for laying out pages, printing and binding, distributing your work, and raising awareness of free-speech independent zines in your community. The simple, clean, stylish layout of the book is inspiring, as it looks like something anyone can do with a bit of planning. In addition to all her helpful tips, Wrekk has compiled a listing of zine distributors, libraries, communities, and websites. This book is a great starting point for anyone considering self-publishing, and for a mere $4.00, you can't go wrong! Jump in a let your voice be heard",1,2.4860889338625462e-42,1
"This book is a reproduction of the classic out of print book entitled ""Book of the Fallacy: A Training Manual for Intellectual Subversives"", which is one of the greatest and wittiest books ever written about fallacies and argument I've ever read.I'm happy to see that it is now available again - for a reasonable price, because it makes a wonderful gift especially for young adults, or for anyone who would enjoy learning to win arguments.I equate this book in importance to a parent teaching their child boxing to defend themselves on the playground. This book teaches how to defend themselves in debate, where one's opponent will cry uncle from a few well placed ""argumentum ad ignorantiam"" or a couple ""tu quoque"" with a swift kick in the rump from a well placed ""red herring"" as they scamper a way and submit in defeat.If there is any question of the value this book has to us ""fallacy buffs"", simply look at the used book prices for the original book, and thank your lucky stars that it is now available again.Madsen Pirie is the master",1,1.3577183127364196e-10,0.9999999998642282
"Dunn does an excellent job of explaining the planter class in the West Indies. His research is excellent and his writing style is clear and devoid of that crazy academic jargon so often found in history books. This is my first book on planters and it gave me a good fund of knowledge on the histories of Barbados, the Leeward Islands, and Jamaica, and it outlined in detail how the planters made or lost money. For me, it's Dunn's careful unraveling of the planters' financial arrangements and entanglements that made this book absolutely hard to put down!",1,2.322305994954391e-183,1
"I love anything by Piece O' Cake, including this book. The instructions for the blocks are step-by-step, and lots of tips for applique are included. The illustrations are ""right on the money.",1,5.232080536155212e-154,1
"I was born during WWII in 1943, and during the 1950's while yet in high school became aware of Winston Churchill. During later military and college years gained even further appreciation and admiration for the man, the leader, and the politician. Here at Amazon I have written at least a couple reviews of recent books about him or written by him.In the last couple years it seems we have either gained an appreciation of him or at the least developed a need to investigatingly write about him. Books have been rolling off the press at an all time high on Winston Churchill, with this author beginning his book by asking the question: ""Another book on Churchill?"".My home library shelves hold many volumes about Winston Churchill, and while having all six of his hardcover WWII books, am considering ordering at least two additional recent volumes about him. This book I'm reviewing is one of them (I checked it out of our local library in order to review and to read before purchasing).Winston himself had been quoted as saying that he could hardly wait to read WWII history because he intended to write most of it! And as this author also states Churchill is quoted in May, 1938, as saying ""words are the only things that last for ever"".When one admires Winston Churchill as I have nigh on to 50 years, one must if realistic, accept him flaws and all. He was as human as any of us and imperfect in many ways, and anytime I light a Cuban cigar, it's difficult not to think of him. Coming away from this book as The Daily Telegraph has stated: ""This book leaves you admiring the man more, not less"".He was a hard man to know, and an even more difficult man to work with or for. Even the two American men most close to him during the WWII years, Eisenhower and Roosevelt, were at many times overshadowed by both Churchill's intellect and abilities. And as Winston alluded to on on the floor of Congress had his parentage been different, he might have made it there himself. Who knows with his ambition and abilities we might have even had him as one of our presidents!As soon as I knew this book was coming out I intended to both read and buy it. It will be a welcome addition to anyone who is an admirer of Winston Churchill. While he did need the money these books brought in, he could not know how successful they would be, nor just how much they would enrich him, both as an author and as an eventual millionaire.If a reader has any interest in Winston Churchill, this book cannot be bypassed.Semper Fi",1,0.3774780635695615,0.6225219364304385
"""The term [Professional Learning Communities] has become so commonplace and has been used so ambiguously to describe virtually any loose coupling of individuals who share a common interest in education that it is in danger of losing all meaning.""Really? Thank goodness the authors of LEARNING BY DOING have returned with a fifth book (and CD!) on Professional Learning Communities to clarify things and distinguish their PLC from all those cheap imitators. Plus, it's important that teachers, the pawns currently tasked with implementing the PLC concept by fad-chasing school administrators all across the land, be set straight. Where would we be without these enlightened swamis to point the way? Not teaching, that's for sure!So what exactly is a Professional Learning Community? In Chapter 1 of LEARNING BY DOING, our puissant authors spell out their definition of PLC in only four short pages, using plain, simple language that is refreshingly free of educratic clichés. Lest we all die of suspense, let's review what the Holy Scripture Saith. PLC's are defined by:""A Focus on Learning"": Because schools have never focused on that before, have they?""A Collaborative Culture with a Focus on Learning For All"": Interdependence, collaboration, and collectivism are key to PLC. Anyone caught thinking for themselves, or by themselves, will be ritually sacrificed in the next round of campus budget-cuts.""Collective Inquiry into Best Practice and Current Reality"" [NB: This statement and the passage that follow it are not translatable into any written or spoken language that I'm aware of, including English. I thought I was a professional teacher, but because I don't understand a word the authors said on this page, according to them I'm not a professional at all. If anyone can tell me what it means, please e-mail or fax me. I wait with bated breath; apparently my job depends on it.]""Action Orientation: Learning by Doing"" [Ditto this statement. Although, speaking of breath, doesn't the act of breathing signify an ""action orientation""?]""Results Orientation"" [Now that I've caught my breath, the only tangible result of PLC that I can discern is that any teacher who refuses to play ball with the PLC cultists should plan on early retirement or a change of career.]I could go on, but why bother? Until teachers themselves start standing up and asserting intellectual authority over their profession, the educrats and charlatans behind PLC will have us chasing our own tails until the end of time, or until they find another gimmick to fiddle with. And all at the expense of our students, who deserve far better.",1,3.2570556171799e-06,0.9999967429443828
Many people who have been burnt out from a message of legalism should read this book. This book will restore the message of true holiness without the spirit of legalism. In one of his chapters he addresses a whole chapter on legalism. He defines what legalism is because there are many who have a misunderstanding what legalism is all about. He also addresses in another chapter on grace.,1,2.6652255375959672e-11,0.9999999999733477
"Fantastic read. Goodwin makes well-travelled history new again by focusing specifically on Lincoln, his cabinet, and how he dealt with the various political conflicts during the civil war. Excellent description of how Lincoln played off the various factions to unite the North. NOT about specific battles, except in their political context, and very brief at that (Gettysburg occupies all of three pages, though the address covers a bit more paper). NOT particularly about the generals either, except how they interacted with Lincoln and his cabinet. It's a long read, and you won't get through it very fast, but it's worth it! I learned a lot about Seward, Bates, Stanton, and Chase. Ideal for those interested in a different side of the civil war, those interested in Lincoln, or those interested in American political history",1,3.706242061078429e-21,1
This book is an easy read with a wealth of information for those interested in general health and well being to those who want to compete in fitness & figure.,1,2.1700326089517526e-70,1
